ORDER_PLACED_DTTM,SEGMENT,TOTAL_NET_SALES,TOTAL_UNITS,PRICE,LIST_PRICE,RATING_AVG,RATING_CNT,TOTAL_CURRENT_ON_HAND
2022-12-05,Bird - Food,248.74,13.0,19.98,20.99,4.1111,9.0,161
2022-12-05,Bird - Habitat Accessories,45.019999999999996,8.0,13.45,20.93,7.5334,18.0,221
2022-12-05,Bird - Toys & Decor,8.39,1.0,8.39,8.39,3.0,4.0,93
2022-12-05,Bird - Treats,39.56,6.0,6.49,6.49,3.3333,6.0,13
2022-12-05,Cat - Biscuits & Crunchy Treats,109.93,36.0,2.94,0.0,4.6071,56.0,3484
2022-12-05,Cat - Brushes & Combs,1002.74,207.0,5.49,6.99,3.6139,562.0,1783
2022-12-05,Cat - Dry Food,1405.03,32.0,105.92000000000002,106.93,13.558,264.0,332
2022-12-05,Cat - Freeze-Dried Treats,35.17,4.0,10.99,16.69,4.6,50.0,97
2022-12-05,Cat - Soft & Chewy Treats,255.53,8.0,35.99,38.28,4.7143,7.0,273
2022-12-05,Cat - Spot Treatments,31.92,6.0,4.22,4.22,4.0139,72.0,2028
2022-12-05,Cat - Weight Management,841.3524,86.0,9.99,10.99,3.7365,406.0,2262
2022-12-05,Cat - Wet Food,2632.58,109.0,102.6,106.92,12.4224,205.0,1384
2022-12-05,Cat - Wet Food Toppings,645.56,43.0,14.98,22.86,3.9076,184.0,2381
2022-12-05,Dog - Apparel,139.99,11.0,54.26,0.0,12.7753,92.0,3475
2022-12-05,Dog - Balanced Nutrition,348.19,9.0,44.48,44.49,4.5766,111.0,207
2022-12-05,Dog - Beds,412.59000000000003,6.0,307.96000000000004,334.96000000000004,16.151,656.0,173
2022-12-05,Dog - Brain & Epilepsy Care,344.47,10.0,35.17,39.95,4.6889,45.0,75
2022-12-05,Dog - Containment,692.9200000000001,9.0,270.83,545.98,8.3783,1096.0,191
2022-12-05,Dog - Dental Kits,28.48,2.0,14.99,14.99,2.8571,14.0,105
2022-12-05,Dog - Dental Treats,29.83,3.0,9.6,10.98,4.9,10.0,169
2022-12-05,Dog - Deodorizers,41.9,2.0,16.0,21.75,3.2857,7.0,12
2022-12-05,Dog - Digestive Care,8503.2914,196.0,47.99,47.99,4.7897,195.0,2791
2022-12-05,Dog - Dry Food,183.98,2.0,91.99,91.99,4.4571,35.0,29
2022-12-05,Dog - Eye & Ear Grooming,1863.2,134.0,13.99,16.99,4.4984,309.0,3947
2022-12-05,Dog - Freeze-Dried & Dehydrated Food Toppings,384.91,11.0,43.99,43.99,4.3874,111.0,598
2022-12-05,Dog - Gear,461.3,7.0,175.99,39.99,9.251999999999999,257.0,143
2022-12-05,Dog - Harnesses,30.94,6.0,9.35,0.0,4.2157,51.0,778
2022-12-05,Dog - Indulgent Treats,832.3331000000001,137.0,45.03,52.63,24.8925,481.0,5801
2022-12-05,Dog - Leashes,11.73,1.0,11.78,16.99,3.6667,9.0,10
2022-12-05,Dog - Medicated Shampoos & Conditioners,58.46,5.0,14.99,18.99,4.7174,92.0,177
2022-12-05,"Dog - Nail Clipper, Grinder & Accessories",74.97,3.0,24.99,25.69,3.5102,635.0,3707
2022-12-05,Dog - Natural,8069.85001,212.0,161.4,147.92,16.921799999999998,500.0,5092
2022-12-05,Dog - Natural & Long Lasting Treats,383.09,34.0,38.48,45.9,9.8545,111.0,1555
2022-12-05,Dog - Nursing Kits & Supplies,15.66,1.0,15.66,18.79,4.2857,63.0,202
2022-12-05,Dog - Personalized ID Tags,56.349999999999994,3.0,36.43,36.98,8.8323,61.0,0
2022-12-05,Dog - Personalized Pet Products,15.08,1.0,12.61,0.0,4.3007,143.0,0
2022-12-05,Dog - Plush Toys,2540.6396,285.0,85.61,92.94,23.3085,180.0,5247
2022-12-05,Dog - Skin & Coat Care,17.0,1.0,17.0,17.0,4.4717,53.0,622
2022-12-05,Dog - Skin & Coat Grooming,248.87,8.0,59.980000000000004,56.980000000000004,8.9239,765.0,1305
2022-12-05,Dog - Stress & Anxiety Management,110.71000000000001,11.0,37.93,37.93,6.3332999999999995,7.0,109
2022-12-05,Farm - Food,79.39,5.0,14.99,21.99,1.0,1.0,36
2022-12-05,Fish - Food,109.19,7.0,59.45,67.16,19.1786,54.0,444
2022-12-05,Gifts & Books - Personalized People Products,17.64,1.0,15.17,15.95,5.0,1.0,0
2022-12-05,Horse - Grooming & Waste Management,31.98,2.0,15.99,22.99,4.6364,11.0,49
2022-12-05,Reptile - Toys & Decor,120.25,11.0,15.69,15.69,3.75,4.0,8
2022-12-05,Small Pet - Food,323.88,26.0,63.980000000000004,63.980000000000004,7.3602,103.0,762
2022-12-05,Small Pet - Treats,7.02,1.0,7.39,7.39,5.0,4.0,83
2022-12-06,Bird - Food,257.01279999999997,12.0,81.18,82.19,4.1111,9.0,438
2022-12-06,Bird - Treats,116.51,17.0,6.49,6.49,3.3333,6.0,13
2022-12-06,Cat - Biscuits & Crunchy Treats,97.23,39.0,2.94,0.0,4.6071,56.0,3396
2022-12-06,Cat - Brushes & Combs,661.03,138.0,5.49,6.99,3.6139,562.0,1498
2022-12-06,Cat - Collars,11.37,1.0,11.37,11.37,2.8,5.0,33
2022-12-06,Cat - Dry Food,797.54,20.0,105.92000000000002,106.93,13.560300000000002,265.0,278
2022-12-06,Cat - Freeze-Dried Treats,74.73,7.0,10.99,16.69,4.6,50.0,92
2022-12-06,Cat - Soft & Chewy Treats,278.92,8.0,35.99,38.28,4.7143,7.0,337
2022-12-06,Cat - Spot Treatments,150.27,30.0,4.22,4.22,4.0139,72.0,1990
2022-12-06,Cat - Weight Management,659.5144,73.0,9.99,10.99,3.7297,407.0,2159
2022-12-06,Cat - Wet Food,2452.81,105.0,102.6,106.92,12.4224,205.0,1356
2022-12-06,Cat - Wet Food Toppings,491.1,32.0,14.98,22.86,3.9076,184.0,2332
2022-12-06,Dog - Apparel,168.66,11.0,101.35,44.99,17.3847,220.0,2719
2022-12-06,Dog - Balanced Nutrition,600.54,14.0,44.48,44.49,4.5766,111.0,192
2022-12-06,Dog - Beds,131.94,7.0,51.98,59.980000000000004,7.6474,99.0,384
2022-12-06,Dog - Brain & Epilepsy Care,70.34,2.0,35.17,39.95,4.6889,45.0,69
2022-12-06,Dog - Cleaners & Stain Removes,179.9,2.0,89.95,89.95,0.0,0.0,28
2022-12-06,Dog - Containment,185.94,7.0,30.99,45.99,4.8214,112.0,155
2022-12-06,Dog - Dental Treats,49.32,5.0,18.490000000000002,19.87,9.5235,95.0,468
2022-12-06,Dog - Deodorizers,84.95,5.0,16.0,21.75,3.2857,7.0,15
2022-12-06,Dog - Digestive Care,8685.2314,186.0,47.99,47.99,4.7897,195.0,2835
2022-12-06,Dog - Dry Food,166.91,5.0,116.97999999999999,116.97999999999999,9.0613,131.0,316
2022-12-06,Dog - Eye & Ear Grooming,1764.99,125.0,13.99,16.99,4.5,310.0,3851
2022-12-06,Dog - Freeze-Dried & Dehydrated Food Toppings,608.59,15.0,43.99,43.99,4.3874,111.0,785
2022-12-06,Dog - Gear,1051.98,9.0,175.99,39.99,9.251999999999999,257.0,134
2022-12-06,Dog - Harnesses,65.53,4.0,25.6,21.0,8.0571,766.0,777
2022-12-06,Dog - Heart & Liver Care,26.61,2.0,12.8,17.0,3.8667,30.0,63
2022-12-06,Dog - Indulgent Treats,746.6686,123.0,45.03,52.63,24.8925,481.0,5686
2022-12-06,Dog - Medicated Shampoos & Conditioners,74.2,5.0,14.99,18.99,4.7174,92.0,194
2022-12-06,"Dog - Nail Clipper, Grinder & Accessories",24.99,2.0,24.99,25.69,3.5102,635.0,3702
2022-12-06,Dog - Natural,7557.33,210.0,173.59,160.11,21.467299999999998,522.0,5895
2022-12-06,Dog - Natural & Long Lasting Treats,235.34,25.0,38.48,45.9,9.8545,111.0,1517
2022-12-06,Dog - Nursing Kits & Supplies,51.93,5.0,15.66,18.79,4.2857,63.0,197
2022-12-06,Dog - Other Supplements,21.46,1.0,19.99,19.99,0.0,0.0,76
2022-12-06,Dog - Plush Toys,2602.53,283.0,85.61,92.94,23.3085,180.0,4841
2022-12-06,Dog - Skin & Coat Grooming,265.73,8.0,39.99,40.99,4.6512,754.0,1273
2022-12-06,Dog - Stress & Anxiety Management,62.38,2.0,29.95,29.95,3.0,1.0,0
2022-12-06,Farm - Treats,35.99,1.0,35.99,35.99,5.0,1.0,240
2022-12-06,Fish - Food,69.57,4.0,33.47,39.18,9.590399999999999,36.0,315
2022-12-06,Fish - Toys & Decor,3.96,1.0,3.99,3.99,2.0,2.0,209
2022-12-06,Small Pet - Food,144.43,8.0,63.980000000000004,63.980000000000004,7.3602,103.0,747
2022-12-07,Bird - Food,175.82,10.0,81.18,82.19,4.1111,9.0,426
2022-12-07,Bird - Treats,75.63,10.0,6.49,6.49,3.3333,6.0,7
2022-12-07,Cat - Biscuits & Crunchy Treats,105.03,44.0,2.94,0.0,4.6071,56.0,3370
2022-12-07,Cat - Brushes & Combs,964.2292,199.0,5.49,6.99,3.6139,562.0,1309
2022-12-07,Cat - Dry Food,745.16,21.0,105.92000000000002,106.93,13.560300000000002,265.0,298
2022-12-07,Cat - Freeze-Dried Treats,21.43,2.0,10.99,16.69,4.6,50.0,90
2022-12-07,Cat - Soft & Chewy Treats,296.91,9.0,35.99,38.28,4.7143,7.0,327
2022-12-07,Cat - Spot Treatments,78.35,15.0,4.22,4.22,4.0139,72.0,1976
2022-12-07,Cat - Weight Management,735.838,76.0,10.99,10.99,3.7297,407.0,2091
2022-12-07,Cat - Wet Food,3106.24,126.0,102.6,106.92,12.4224,205.0,1474
2022-12-07,Cat - Wet Food Toppings,629.33,40.0,16.18,22.86,3.9076,184.0,2297
2022-12-07,Dog - Apparel,137.37,11.0,56.36,0.0,12.7753,92.0,2562
2022-12-07,Dog - Balanced Nutrition,966.6,23.0,44.48,44.49,4.5766,111.0,171
2022-12-07,Dog - Beds,167.95999999999998,4.0,147.97,167.97,8.2636,525.0,189
2022-12-07,Dog - Brain & Epilepsy Care,181.16,6.0,35.96,39.95,4.6889,45.0,111
2022-12-07,Dog - Collars,30.32,1.0,30.32,38.99,3.9184,613.0,17
2022-12-07,Dog - Containment,316.29,5.0,270.98,545.98,8.3762,1098.0,178
2022-12-07,Dog - Dental Treats,40.09,5.0,18.490000000000002,19.87,9.5235,95.0,476
2022-12-07,Dog - Deodorizers,117.94,4.0,80.99,86.74,3.2857,7.0,39
2022-12-07,Dog - Digestive Care,8079.359,183.0,47.99,47.99,4.7897,195.0,2815
2022-12-07,Dog - Dry Food,149.41,4.0,116.97999999999999,116.97999999999999,9.0613,131.0,311
2022-12-07,Dog - Eye & Ear Grooming,1698.8931,122.0,13.99,16.99,4.5016,311.0,3867
2022-12-07,Dog - Freeze-Dried & Dehydrated Food Toppings,456.61,11.0,43.99,45.99,4.3874,111.0,810
2022-12-07,Dog - Gear,247.41,6.0,175.99,39.99,9.251999999999999,257.0,130
2022-12-07,Dog - Harnesses,73.39,4.0,45.589999999999996,36.99,12.0277,868.0,877
2022-12-07,Dog - Heart & Liver Care,17.75,1.0,13.6,17.0,3.8667,30.0,62
2022-12-07,Dog - Indulgent Treats,775.36,129.0,45.03,52.63,24.8925,481.0,5570
2022-12-07,Dog - Leashes,26.46,2.0,26.46,46.94,7.5521,166.0,371
2022-12-07,Dog - Medicated Shampoos & Conditioners,126.82,8.0,14.99,18.99,4.7174,92.0,186
2022-12-07,"Dog - Nail Clipper, Grinder & Accessories",0.0,1.0,24.99,25.69,3.5102,635.0,3703
2022-12-07,Dog - Natural,8988.849999999999,229.0,173.59,160.11,21.467299999999998,522.0,5796
2022-12-07,Dog - Natural & Long Lasting Treats,213.85,24.0,40.16,45.9,9.8545,111.0,1526
2022-12-07,Dog - Nursing Kits & Supplies,46.98,3.0,15.66,18.79,4.2857,63.0,194
2022-12-07,Dog - Other Supplements,45.4,2.0,19.99,19.99,0.0,0.0,74
2022-12-07,Dog - Personalized ID Tags,18.99,1.0,18.99,18.99,4.1852,27.0,0
2022-12-07,Dog - Personalized Pet Products,49.99,1.0,49.99,49.99,5.0,2.0,0
2022-12-07,Dog - Plush Toys,2887.53,336.0,84.41,92.94,23.3085,180.0,4582
2022-12-07,Dog - Skin & Coat Grooming,256.37,10.0,72.97,69.97,8.9239,765.0,1687
2022-12-07,Dog - Stress & Anxiety Management,63.58,4.0,37.93,37.93,6.3332999999999995,7.0,106
2022-12-07,Dog - Wet Food,71.76,1.0,71.76,71.76,4.5714,14.0,1
2022-12-07,Fish - Food,144.85999999999999,8.0,44.46,52.17,14.1786,53.0,433
2022-12-07,Fish - Toys & Decor,3.99,2.0,3.99,3.99,2.0,2.0,207
2022-12-07,Gifts & Books - Personalized People Products,20.12,2.0,15.17,15.95,5.0,1.0,0
2022-12-07,Horse - Apparel & People Products,0.0,1.0,24.99,24.99,2.0,2.0,0
2022-12-07,Small Pet - Food,147.91,9.0,63.980000000000004,63.980000000000004,7.3602,103.0,755
2022-12-08,Bird - Food,202.22,10.0,19.98,20.99,4.1111,9.0,146
2022-12-08,Bird - Habitat Accessories,12.88,8.0,1.84,2.19,3.8667,15.0,249
2022-12-08,Bird - Treats,25.96,4.0,6.49,6.49,3.3333,6.0,30
2022-12-08,Cat - Biscuits & Crunchy Treats,104.34,36.0,2.94,0.0,4.6071,56.0,3350
2022-12-08,Cat - Brushes & Combs,835.73,170.0,5.49,6.99,3.6139,562.0,1440
2022-12-08,Cat - Dry Food,290.37,12.0,105.92000000000002,106.93,13.560300000000002,265.0,306
2022-12-08,Cat - Freeze-Dried Treats,21.43,2.0,10.99,16.69,4.6,50.0,89
2022-12-08,Cat - Soft & Chewy Treats,138.57,4.0,35.99,38.28,4.7143,7.0,395
2022-12-08,Cat - Spot Treatments,55.81,10.0,4.22,4.22,4.0139,72.0,1982
2022-12-08,Cat - Weight Management,721.1771,68.0,10.99,10.99,3.7304,408.0,2127
2022-12-08,Cat - Wet Food,2397.6099999999997,100.0,102.6,106.92,12.430900000000001,206.0,1424
2022-12-08,Cat - Wet Food Toppings,663.98,42.0,16.18,22.86,3.9076,184.0,2269
2022-12-08,Dog - Apparel,80.57,7.0,69.94,0.0,12.753599999999999,93.0,3451
2022-12-08,Dog - Balanced Nutrition,435.16,10.0,44.48,44.49,4.5766,111.0,227
2022-12-08,Dog - Beds,197.43,11.0,179.96,207.96,11.9636,605.0,430
2022-12-08,Dog - Brain & Epilepsy Care,137.69,4.0,35.96,39.95,4.6889,45.0,133
2022-12-08,Dog - Collars,57.61,2.0,30.32,38.99,3.9184,613.0,22
2022-12-08,Dog - Containment,92.97,4.0,30.99,45.99,4.8214,112.0,150
2022-12-08,Dog - Dental Kits,14.99,1.0,14.99,14.99,2.8571,14.0,103
2022-12-08,Dog - Dental Treats,46.58,5.0,18.490000000000002,19.87,9.5235,95.0,470
2022-12-08,Dog - Deodorizers,32.0,2.0,16.0,21.75,3.2857,7.0,10
2022-12-08,Dog - Digestive Care,7568.42,174.0,47.99,47.99,4.7897,195.0,2774
2022-12-08,Dog - Dry Food,275.97,3.0,91.99,91.99,4.4571,35.0,64
2022-12-08,Dog - Eye & Ear Grooming,1651.32,124.0,13.99,16.99,4.5016,311.0,3803
2022-12-08,Dog - Freeze-Dried & Dehydrated Food Toppings,628.59,15.0,43.99,45.99,4.3874,111.0,798
2022-12-08,Dog - Gear,175.99,2.0,175.99,39.99,9.251999999999999,257.0,129
2022-12-08,Dog - Harnesses,9.35,2.0,9.35,0.0,4.2308,52.0,772
2022-12-08,Dog - Heart & Liver Care,54.4,4.0,13.6,17.0,3.8667,30.0,62
2022-12-08,Dog - Indulgent Treats,736.61,123.0,45.03,52.63,24.8925,481.0,5532
2022-12-08,Dog - Leashes,60.567099999999996,7.0,26.46,46.94,7.5521,166.0,368
2022-12-08,Dog - Medicated Shampoos & Conditioners,102.08,7.0,14.99,18.99,4.7174,92.0,182
2022-12-08,Dog - Multivitamins,44.11,1.0,44.11,44.11,0.0,0.0,55
2022-12-08,Dog - Natural,7409.04,193.0,173.59,160.11,21.467299999999998,522.0,5671
2022-12-08,Dog - Natural & Long Lasting Treats,227.75,24.0,40.16,45.9,9.8545,111.0,1538
2022-12-08,Dog - Nursing Kits & Supplies,65.11,4.0,15.66,18.79,4.2857,63.0,216
2022-12-08,Dog - Personalized ID Tags,41.48,2.0,17.44,17.99,4.6471,34.0,0
2022-12-08,Dog - Plush Toys,2944.92,325.0,84.41,92.94,23.3085,180.0,4397
2022-12-08,Dog - Skin & Coat Grooming,178.94,6.0,59.980000000000004,56.980000000000004,8.9239,765.0,1288
2022-12-08,Farm - Food,31.7,2.0,14.99,21.99,1.0,1.0,41
2022-12-08,Farm - Treats,71.98,2.0,35.99,35.99,5.0,1.0,240
2022-12-08,Fish - Food,86.21,6.0,44.46,52.17,14.1786,53.0,429
2022-12-08,Reptile - Habitat Accessories,7.17,1.0,7.17,8.99,5.0,1.0,223
2022-12-08,Reptile - Toys & Decor,10.74,1.0,15.69,15.69,3.75,4.0,3
2022-12-08,Small Pet - Food,244.86,19.0,63.980000000000004,63.980000000000004,7.3602,103.0,744
2022-12-09,Bird - Food,228.77,12.0,19.98,20.99,4.1111,9.0,129
2022-12-09,Bird - Habitat Accessories,22.08,12.0,1.84,2.19,3.8667,15.0,257
2022-12-09,Bird - Treats,20.71,3.0,6.49,6.49,3.3333,6.0,18
2022-12-09,Cat - Biscuits & Crunchy Treats,144.68,44.0,2.94,0.0,4.5439,57.0,3304
2022-12-09,Cat - Brushes & Combs,1035.2049,206.0,5.5,6.99,3.6099,564.0,1186
2022-12-09,Cat - Collars,11.34,1.0,11.37,11.37,2.8,5.0,40
2022-12-09,Cat - Dry Food,422.03,14.0,105.92000000000002,106.93,13.560300000000002,265.0,336
2022-12-09,Cat - Freeze-Dried Treats,20.88,2.0,10.99,16.69,4.6,50.0,80
2022-12-09,Cat - Soft & Chewy Treats,338.31,10.0,35.99,38.28,4.7143,7.0,383
2022-12-09,Cat - Spot Treatments,40.93,7.0,4.22,4.22,4.0139,72.0,1975
2022-12-09,Cat - Weight Management,624.67,63.0,10.99,10.99,3.7304,408.0,2090
2022-12-09,Cat - Wet Food,3205.91,136.0,102.6,106.92,12.430900000000001,206.0,1444
2022-12-09,Cat - Wet Food Toppings,1076.95,65.0,17.47,22.86,3.9076,184.0,2215
2022-12-09,Dog - Apparel,116.78,10.0,48.96,0.0,12.3369,94.0,2272
2022-12-09,Dog - Balanced Nutrition,711.87,17.0,58.449999999999996,61.480000000000004,8.723700000000001,145.0,514
2022-12-09,Dog - Beds,518.98,14.0,314.96,159.97,16.8136,625.0,409
2022-12-09,Dog - Brain & Epilepsy Care,181.4,5.0,35.17,39.95,4.6889,45.0,124
2022-12-09,Dog - Containment,742.51,24.0,33.47,45.99,4.8214,112.0,142
2022-12-09,Dog - Dental Kits,44.22,3.0,14.99,14.99,2.8571,14.0,102
2022-12-09,Dog - Dental Treats,9.6,1.0,9.6,10.98,4.9,10.0,185
2022-12-09,Dog - Deodorizers,52.75,3.0,16.0,21.75,3.2857,7.0,19
2022-12-09,Dog - Digestive Care,8499.0542,181.0,47.99,47.99,4.7897,195.0,2860
2022-12-09,Dog - Dry Food,405.23,6.0,116.97999999999999,116.97999999999999,9.0613,131.0,299
2022-12-09,Dog - Eye & Ear Grooming,1546.38,114.0,13.99,16.99,4.5016,311.0,3754
2022-12-09,Dog - Freeze-Dried & Dehydrated Food Toppings,449.25,11.0,43.99,45.99,4.3874,111.0,784
2022-12-09,Dog - Gear,445.55240000000003,6.0,245.61,123.99000000000001,13.622399999999999,392.0,125
2022-12-09,Dog - Harnesses,9.35,1.0,9.35,0.0,4.2308,52.0,771
2022-12-09,Dog - Heart & Liver Care,24.92,2.0,12.8,17.0,3.8667,30.0,55
2022-12-09,Dog - Indulgent Treats,720.14,125.0,45.03,52.63,24.8925,481.0,5402
2022-12-09,Dog - Leashes,30.7,2.0,29.049999999999997,39.48,3.6667,9.0,9
2022-12-09,Dog - Medicated Shampoos & Conditioners,44.22,3.0,15.49,18.99,4.7174,92.0,175
2022-12-09,"Dog - Nail Clipper, Grinder & Accessories",42.65,2.0,21.14,25.69,3.5102,635.0,3701
2022-12-09,Dog - Natural,7795.4,208.0,154.66000000000003,141.18,18.4855,467.0,5134
2022-12-09,Dog - Natural & Long Lasting Treats,651.8399999999999,66.0,38.48,45.9,9.8545,111.0,1469
2022-12-09,Dog - Other Supplements,87.46,4.0,49.98,49.98,0.0,0.0,130
2022-12-09,Dog - Personalized ID Tags,13.0,1.0,18.99,18.99,4.1852,27.0,0
2022-12-09,Dog - Plush Toys,3244.9467000000004,359.0,84.41,92.94,23.3085,180.0,4227
2022-12-09,Dog - Skin & Coat Care,30.69,2.0,17.0,17.0,4.4717,53.0,620
2022-12-09,Dog - Skin & Coat Grooming,251.91,9.0,59.980000000000004,56.980000000000004,8.9239,765.0,1269
2022-12-09,Farm - Food,14.99,1.0,14.99,21.99,1.0,1.0,40
2022-12-09,Fish - Food,14.6,1.0,15.37,17.99,4.8571,21.0,200
2022-12-09,Horse - Grooming & Waste Management,15.99,1.0,15.99,22.99,4.6364,11.0,46
2022-12-09,Reptile - Food,27.32,1.0,28.76,0.0,4.0,4.0,0
2022-12-09,Small Pet - Food,227.89000000000001,15.0,63.980000000000004,63.980000000000004,7.3602,103.0,731
2022-12-09,Small Pet - Treats,7.02,1.0,7.39,7.39,5.0,4.0,82
2022-12-10,Bird - Food,137.60000000000002,7.0,80.19,82.19,4.1111,9.0,415
2022-12-10,Bird - Habitat Accessories,32.42,7.0,13.45,20.93,7.5334,18.0,253
2022-12-10,Bird - Toys & Decor,8.39,1.0,8.39,8.39,3.0,4.0,103
2022-12-10,Bird - Treats,87.67,13.0,6.49,6.49,3.3333,6.0,13
2022-12-10,Cat - Biscuits & Crunchy Treats,128.03,46.0,2.94,0.0,4.5439,57.0,3271
2022-12-10,Cat - Brushes & Combs,1067.43,209.0,5.5,6.99,3.6099,564.0,978
2022-12-10,Cat - Collars,34.11,3.0,11.37,11.37,2.8,5.0,48
2022-12-10,Cat - Dry Food,840.9200000000001,25.0,105.92000000000002,106.93,13.560300000000002,265.0,301
2022-12-10,Cat - Freeze-Dried Treats,42.31,4.0,10.99,16.69,4.6,50.0,77
2022-12-10,Cat - Soft & Chewy Treats,235.51,7.0,35.99,38.28,4.7143,7.0,375
2022-12-10,Cat - Spot Treatments,51.87,11.0,4.22,4.22,4.0139,72.0,1964
2022-12-10,Cat - Weight Management,704.1884,68.0,10.5,10.99,3.7304,408.0,2057
2022-12-10,Cat - Wet Food,2510.2,109.0,102.6,106.92,12.430900000000001,206.0,1434
2022-12-10,Cat - Wet Food Toppings,904.17,53.0,17.47,22.86,3.9076,184.0,2160
2022-12-10,Dog - Apparel,206.24,14.0,111.82000000000001,60.980000000000004,17.081599999999998,319.0,2408
2022-12-10,Dog - Balanced Nutrition,675.5,18.0,58.449999999999996,61.480000000000004,8.723700000000001,145.0,567
2022-12-10,Dog - Beds,168.88,7.0,51.98,59.980000000000004,7.6474,99.0,403
2022-12-10,Dog - Brain & Epilepsy Care,386.22,11.0,35.17,39.95,4.6889,45.0,126
2022-12-10,Dog - Cleaners & Stain Removes,179.9,2.0,89.95,89.95,0.0,0.0,26
2022-12-10,Dog - Collars,-0.43,1.0,30.32,38.99,3.9184,613.0,20
2022-12-10,Dog - Dental Kits,9.6,1.0,14.99,14.99,2.8571,14.0,101
2022-12-10,Dog - Dental Treats,40.56,4.0,9.6,10.98,4.9,10.0,181
2022-12-10,Dog - Deodorizers,68.95,4.0,16.0,21.75,3.2857,7.0,15
2022-12-10,Dog - Digestive Care,7803.7428,173.0,47.99,47.99,4.7897,195.0,2787
2022-12-10,Dog - Dry Food,493.11,8.0,116.97999999999999,116.97999999999999,9.0613,131.0,291
2022-12-10,Dog - Eye & Ear Grooming,1965.7,139.0,13.99,16.99,4.5016,313.0,3688
2022-12-10,Dog - Freeze-Dried & Dehydrated Food Toppings,804.13,19.0,43.99,45.99,4.3874,111.0,768
2022-12-10,Dog - Gear,216.93,3.0,175.99,39.99,9.251999999999999,257.0,119
2022-12-10,Dog - Harnesses,72.66999999999999,5.0,44.589999999999996,39.989999999999995,12.569,816.0,822
2022-12-10,Dog - Heart & Liver Care,25.6,2.0,12.8,17.0,3.8667,30.0,53
2022-12-10,Dog - Indulgent Treats,825.4899999999999,139.0,45.03,52.63,24.8925,481.0,5295
2022-12-10,Dog - Leashes,11.78,1.0,11.78,16.99,3.6667,9.0,8
2022-12-10,Dog - Medicated Shampoos & Conditioners,77.29,5.0,15.49,18.99,4.7174,92.0,159
2022-12-10,"Dog - Nail Clipper, Grinder & Accessories",21.14,1.0,21.14,25.69,3.5102,635.0,3700
2022-12-10,Dog - Natural,8536.5,231.0,173.59,160.11,21.4696,523.0,5351
2022-12-10,Dog - Natural & Long Lasting Treats,198.84,19.0,38.48,45.9,9.8545,111.0,1451
2022-12-10,Dog - Personalized ID Tags,37.98,2.0,18.99,18.99,4.1852,27.0,0
2022-12-10,Dog - Personalized Pet Products,25.22,2.0,12.61,0.0,4.3007,143.0,0
2022-12-10,Dog - Plush Toys,3984.47,429.0,84.41,92.94,23.3085,180.0,3801
2022-12-10,Dog - Skin & Coat Care,33.15,2.0,17.0,17.0,4.4717,53.0,618
2022-12-10,Dog - Skin & Coat Grooming,135.95,5.0,59.980000000000004,56.980000000000004,8.9239,765.0,1269
2022-12-10,Dog - Stress & Anxiety Management,7.98,1.0,7.98,7.98,3.3333,6.0,105
2022-12-10,Farm - Food,53.98,3.0,14.99,21.99,1.0,1.0,36
2022-12-10,Fish - Food,29.090000000000003,2.0,29.090000000000003,34.18,9.3215,32.0,225
2022-12-10,Gifts & Books - Personalized People Products,0.0,1.0,15.17,15.95,5.0,1.0,0
2022-12-10,Reptile - Habitat Accessories,32.0,1.0,32.0,32.0,0.0,0.0,16
2022-12-10,Small Pet - Food,255.75,9.0,63.980000000000004,63.980000000000004,7.3602,103.0,723
2022-12-10,Small Pet - Treats,7.39,1.0,7.39,7.39,5.0,4.0,81
2022-12-11,Bird - Food,210.74,11.0,18.99,20.99,4.1111,9.0,144
2022-12-11,Bird - Habitat Accessories,1.84,1.0,1.84,2.19,3.8667,15.0,252
2022-12-11,Bird - Treats,12.98,2.0,6.49,6.49,3.3333,6.0,11
2022-12-11,Cat - Biscuits & Crunchy Treats,90.53,31.0,2.94,0.0,4.5439,57.0,3241
2022-12-11,Cat - Brushes & Combs,902.76,178.0,5.5,6.99,3.6099,564.0,792
2022-12-11,Cat - Collars,34.11,3.0,11.37,11.37,2.8,5.0,45
2022-12-11,Cat - Dry Food,737.78,21.0,125.91000000000001,126.92,15.7603,270.0,419
2022-12-11,Cat - Freeze-Dried Treats,108.31,10.0,10.99,16.69,4.6,50.0,69
2022-12-11,Cat - Soft & Chewy Treats,341.9,10.0,35.99,38.28,4.7143,7.0,367
2022-12-11,Cat - Spot Treatments,57.82,10.0,4.22,4.22,4.0139,72.0,1954
2022-12-11,Cat - Weight Management,610.8753,64.0,10.5,10.99,3.7304,408.0,2110
2022-12-11,Cat - Wet Food,2642.42,110.0,102.6,106.92,12.430900000000001,206.0,1467
2022-12-11,Cat - Wet Food Toppings,643.59,38.0,17.47,22.86,3.9076,184.0,2127
2022-12-11,Dog - Apparel,171.91,14.0,114.93,44.99,16.9282,224.0,3562
2022-12-11,Dog - Balanced Nutrition,397.41,9.0,44.48,44.49,4.5766,111.0,417
2022-12-11,Dog - Beds,206.95,5.0,161.95999999999998,184.95999999999998,11.5319,607.0,204
2022-12-11,Dog - Brain & Epilepsy Care,380.97,11.0,35.17,39.95,4.6889,45.0,115
2022-12-11,Dog - Collars,23.47,2.0,20.99,20.99,5.0,5.0,20
